,original unit id,Wilcoxon Stat,p value,event1 vs event2,Recording,Subject,Event
150,62,34.0,0.083251953125,not significant,20230625_112913_standard_comp_to_both_rewarded_D4_subj_1-1_t1b2L_box1_merged.rec,1-1,10s win vs 10s baseline
151,78,44.0,0.231201171875,not significant,20230625_112913_standard_comp_to_both_rewarded_D4_subj_1-1_t1b2L_box1_merged.rec,1-1,10s win vs 10s baseline
152,64,51.5,0.433197021484375,not significant,20230625_112913_standard_comp_to_both_rewarded_D4_subj_1-1_t1b2L_box1_merged.rec,1-1,10s win vs 10s baseline
153,0,,,,20230625_112913_standard_comp_to_both_rewarded_D4_subj_1-4_t3b3L_box1_merged.rec,1-4,10s win vs 10s baseline
154,18,25.0,0.30126953125,not significant,20240320_142408_alone_comp_subj_3-1_t6b6_merged.rec,3-1,10s win vs 10s baseline
155,9,17.0,0.1748046875,not significant,20240320_142408_alone_comp_subj_3-1_t6b6_merged.rec,3-1,10s win vs 10s baseline
156,20,19.0,0.12939453125,not significant,20240320_142408_alone_comp_subj_3-1_t6b6_merged.rec,3-1,10s win vs 10s baseline
157,154,14.0,0.05224609375,not significant,20240320_142408_alone_comp_subj_3-1_t6b6_merged.rec,3-1,10s win vs 10s baseline
158,123,20.0,0.1513671875,not significant,20240320_142408_alone_comp_subj_3-1_t6b6_merged.rec,3-1,10s win vs 10s baseline
159,115,34.0,0.7333984375,not significant,20240320_142408_alone_comp_subj_3-1_t6b6_merged.rec,3-1,10s win vs 10s baseline
160,117,26.5,0.38037109375,not significant,20240320_142408_alone_comp_subj_3-1_t6b6_merged.rec,3-1,10s win vs 10s baseline
161,150,12.5,0.16015625,not significant,20240320_142408_alone_comp_subj_3-1_t6b6_merged.rec,3-1,10s win vs 10s baseline
162,13,9.5,0.0419921875,increases,20240320_142408_alone_comp_subj_3-1_t6b6_merged.rec,3-1,10s win vs 10s baseline
163,190,23.0,0.6953125,not significant,20240320_142408_alone_comp_subj_3-1_t6b6_merged.rec,3-1,10s win vs 10s baseline
164,124,12.0,0.4609375,not significant,20240320_142408_alone_comp_subj_3-3_t5b5_merged.rec,3-3,10s win vs 10s baseline
165,148,14.0,0.640625,not significant,20240320_142408_alone_comp_subj_3-3_t5b5_merged.rec,3-3,10s win vs 10s baseline
166,45,7.0,0.1484375,not significant,20240320_142408_alone_comp_subj_3-3_t5b5_merged.rec,3-3,10s win vs 10s baseline
167,146,14.0,0.640625,not significant,20240320_142408_alone_comp_subj_3-3_t5b5_merged.rec,3-3,10s win vs 10s baseline
168,109,10.5,0.6875,not significant,20240320_142408_alone_comp_subj_3-3_t5b5_merged.rec,3-3,10s win vs 10s baseline
169,60,7.0,0.1484375,not significant,20240320_142408_alone_comp_subj_3-3_t5b5_merged.rec,3-3,10s win vs 10s baseline
170,67,17.5,1.0,not significant,20240320_142408_alone_comp_subj_3-3_t5b5_merged.rec,3-3,10s win vs 10s baseline
171,0,,,,20240320_171038_alone_comp_subj_4-2_t6b6_merged.rec,4-2,10s win vs 10s baseline
172,33,35.0,0.1688232421875,not significant,20240320_171038_alone_comp_subj_4-3_t5b5_merged.rec,4-3,10s win vs 10s baseline
173,42,48.5,0.2068939208984375,not significant,20240320_171038_alone_comp_subj_4-3_t5b5_merged.rec,4-3,10s win vs 10s baseline
174,150,27.0,0.00457763671875,increases,20240320_171038_alone_comp_subj_4-3_t5b5_merged.rec,4-3,10s win vs 10s baseline
175,13,26.0,0.003917694091796875,increases,20240320_171038_alone_comp_subj_4-3_t5b5_merged.rec,4-3,10s win vs 10s baseline
176,82,75.0,0.6705245971679688,not significant,20240320_171038_alone_comp_subj_4-3_t5b5_merged.rec,4-3,10s win vs 10s baseline
177,32,36.0,0.056884765625,not significant,20240320_171038_alone_comp_subj_4-3_t5b5_merged.rec,4-3,10s win vs 10s baseline
178,63,47.0,0.17425537109375,not significant,20240320_171038_alone_comp_subj_4-3_t5b5_merged.rec,4-3,10s win vs 10s baseline
179,116,66.5,0.979949951171875,not significant,20240320_171038_alone_comp_subj_4-3_t5b5_merged.rec,4-3,10s win vs 10s baseline
180,93,71.0,0.550872802734375,not significant,20240320_171038_alone_comp_subj_4-3_t5b5_merged.rec,4-3,10s win vs 10s baseline
181,124,32.5,0.07391357421875,not significant,20240320_171038_alone_comp_subj_4-3_t5b5_merged.rec,4-3,10s win vs 10s baseline
182,8,43.5,0.625732421875,not significant,20240320_171038_alone_comp_subj_4-3_t5b5_merged.rec,4-3,10s win vs 10s baseline
183,66,85.5,1.0,not significant,20240320_171038_alone_comp_subj_4-3_t5b5_merged.rec,4-3,10s win vs 10s baseline
184,110,40.5,0.0289306640625,increases,20240320_171038_alone_comp_subj_4-3_t5b5_merged.rec,4-3,10s win vs 10s baseline
185,111,38.0,0.03849029541015625,increases,20240320_171038_alone_comp_subj_4-3_t5b5_merged.rec,4-3,10s win vs 10s baseline
186,75,40.0,0.025821685791015625,increases,20240320_171038_alone_comp_subj_4-3_t5b5_merged.rec,4-3,10s win vs 10s baseline
187,120,21.5,0.00202178955078125,increases,20240320_171038_alone_comp_subj_4-3_t5b5_merged.rec,4-3,10s win vs 10s baseline
188,31,69.0,0.312408447265625,not significant,20240320_171038_alone_comp_subj_4-3_t5b5_merged.rec,4-3,10s win vs 10s baseline
189,95,81.5,0.8985748291015625,not significant,20240320_171038_alone_comp_subj_4-3_t5b5_merged.rec,4-3,10s win vs 10s baseline
190,59,54.5,0.11337661743164062,not significant,20240320_171038_alone_comp_subj_4-3_t5b5_merged.rec,4-3,10s win vs 10s baseline
191,19,69.0,0.312408447265625,not significant,20240320_171038_alone_comp_subj_4-3_t5b5_merged.rec,4-3,10s win vs 10s baseline
192,98,43.5,0.040130615234375,increases,20240320_171038_alone_comp_subj_4-3_t5b5_merged.rec,4-3,10s win vs 10s baseline
193,94,55.5,0.2121429443359375,not significant,20240320_171038_alone_comp_subj_4-3_t5b5_merged.rec,4-3,10s win vs 10s baseline
194,0,,,,20240322_120625_alone_comp_subj_3-3_t6b6_merged.rec,3-3,10s win vs 10s baseline
195,8,26.0,0.0019855499267578125,increases,20240322_120625_alone_comp_subj_3-4_t5b5_merged.rec,3-4,10s win vs 10s baseline
196,32,33.0,0.005580902099609375,increases,20240322_120625_alone_comp_subj_3-4_t5b5_merged.rec,3-4,10s win vs 10s baseline
197,44,35.0,0.1688232421875,not significant,20240322_120625_alone_comp_subj_3-4_t5b5_merged.rec,3-4,10s win vs 10s baseline
198,14,69.5,0.20244979858398438,not significant,20240322_120625_alone_comp_subj_3-4_t5b5_merged.rec,3-4,10s win vs 10s baseline
199,39,60.5,0.18186569213867188,not significant,20240322_120625_alone_comp_subj_3-4_t5b5_merged.rec,3-4,10s win vs 10s baseline
200,73,55.0,0.06372261047363281,not significant,20240322_160946_alone_comp_subj_4-3_t6b6_merged.rec,4-3,10s win vs 10s baseline
201,58,50.5,0.14151763916015625,not significant,20240322_160946_alone_comp_subj_4-3_t6b6_merged.rec,4-3,10s win vs 10s baseline
202,158,73.5,0.6396942138671875,not significant,20240322_160946_alone_comp_subj_4-3_t6b6_merged.rec,4-3,10s win vs 10s baseline
203,25,32.5,0.005580902099609375,increases,20240322_160946_alone_comp_subj_4-3_t6b6_merged.rec,4-3,10s win vs 10s baseline
204,210,84.0,0.6794281005859375,not significant,20240322_160946_alone_comp_subj_4-3_t6b6_merged.rec,4-3,10s win vs 10s baseline
205,36,63.5,0.22532272338867188,not significant,20240322_160946_alone_comp_subj_4-3_t6b6_merged.rec,4-3,10s win vs 10s baseline
206,28,82.0,0.40909767150878906,not significant,20240322_160946_alone_comp_subj_4-3_t6b6_merged.rec,4-3,10s win vs 10s baseline
207,27,51.5,0.08742904663085938,not significant,20240322_160946_alone_comp_subj_4-3_t6b6_merged.rec,4-3,10s win vs 10s baseline
208,194,49.0,0.11870574951171875,not significant,20240322_160946_alone_comp_subj_4-3_t6b6_merged.rec,4-3,10s win vs 10s baseline
209,24,97.5,0.8123550415039062,not significant,20240322_160946_alone_comp_subj_4-3_t6b6_merged.rec,4-3,10s win vs 10s baseline
210,83,31.0,0.05767822265625,not significant,20240322_160946_alone_comp_subj_4-3_t6b6_merged.rec,4-3,10s win vs 10s baseline
211,13,92.0,0.6476554870605469,not significant,20240322_160946_alone_comp_subj_4-3_t6b6_merged.rec,4-3,10s win vs 10s baseline
212,216,95.0,0.7285060882568359,not significant,20240322_160946_alone_comp_subj_4-3_t6b6_merged.rec,4-3,10s win vs 10s baseline
213,183,16.0,0.000644683837890625,increases,20240322_160946_alone_comp_subj_4-3_t6b6_merged.rec,4-3,10s win vs 10s baseline
214,23,84.5,0.47490501403808594,not significant,20240322_160946_alone_comp_subj_4-3_t6b6_merged.rec,4-3,10s win vs 10s baseline
215,59,85.0,1.0,not significant,20240322_160946_alone_comp_subj_4-3_t6b6_merged.rec,4-3,10s win vs 10s baseline
216,77,88.5,0.8287849426269531,not significant,20240322_160946_alone_comp_subj_4-3_t6b6_merged.rec,4-3,10s win vs 10s baseline
217,177,19.0,0.0023345947265625,increases,20240322_160946_alone_comp_subj_4-3_t6b6_merged.rec,4-3,10s win vs 10s baseline
218,52,45.0,0.044559478759765625,increases,20240322_160946_alone_comp_subj_4-3_t6b6_merged.rec,4-3,10s win vs 10s baseline
219,169,67.5,0.17685317993164062,not significant,20240322_160946_alone_comp_subj_4-3_t6b6_merged.rec,4-3,10s win vs 10s baseline
220,101,48.0,0.03276824951171875,increases,20240322_160946_alone_comp_subj_4-3_t6b6_merged.rec,4-3,10s win vs 10s baseline
221,0,,,,20240323_122227_alone_comp_subj_5-2_t6b6_merged.rec,5-2,10s win vs 10s baseline
222,1,61.5,0.51708984375,not significant,20240323_144517_alone_comp_subj_3-4_t6b6_merged.rec,3-4,10s win vs 10s baseline
223,3,2.0,4.57763671875e-05,increases,20240323_144517_alone_comp_subj_3-4_t6b6_merged.rec,3-4,10s win vs 10s baseline
224,4,16.0,0.0025787353515625,increases,20240323_144517_alone_comp_subj_3-4_t6b6_merged.rec,3-4,10s win vs 10s baseline
225,7,38.0,0.22930908203125,not significant,20240323_144517_alone_comp_subj_3-4_t6b6_merged.rec,3-4,10s win vs 10s baseline
226,32,31.0,0.030517578125,increases,20240323_144517_alone_comp_subj_3-4_t6b6_merged.rec,3-4,10s win vs 10s baseline
227,27,46.0,0.45428466796875,not significant,20240323_144517_alone_comp_subj_3-4_t6b6_merged.rec,3-4,10s win vs 10s baseline
228,42,12.0,0.8125,not significant,20240323_165815_alone_comp_subj_4-2_t5b5_merged.rec,4-2,10s win vs 10s baseline
229,27,8.0,0.375,not significant,20240323_165815_alone_comp_subj_4-2_t5b5_merged.rec,4-2,10s win vs 10s baseline
230,54,9.0,0.46875,not significant,20240323_165815_alone_comp_subj_4-2_t5b5_merged.rec,4-2,10s win vs 10s baseline
231,18,11.0,0.6875,not significant,20240323_165815_alone_comp_subj_4-2_t5b5_merged.rec,4-2,10s win vs 10s baseline
232,0,10.0,0.578125,not significant,20240323_165815_alone_comp_subj_4-2_t5b5_merged.rec,4-2,10s win vs 10s baseline
233,49,6.0,0.21875,not significant,20240323_165815_alone_comp_subj_4-2_t5b5_merged.rec,4-2,10s win vs 10s baseline
234,81,6.0,0.21875,not significant,20240323_165815_alone_comp_subj_4-2_t5b5_merged.rec,4-2,10s win vs 10s baseline
235,75,10.0,1.0,not significant,20240323_165815_alone_comp_subj_4-2_t5b5_merged.rec,4-2,10s win vs 10s baseline
236,68,14.0,1.0,not significant,20240323_165815_alone_comp_subj_4-2_t5b5_merged.rec,4-2,10s win vs 10s baseline
237,4,3.0,0.078125,not significant,20240323_165815_alone_comp_subj_4-2_t5b5_merged.rec,4-2,10s win vs 10s baseline
238,24,6.0,0.21875,not significant,20240323_165815_alone_comp_subj_4-2_t5b5_merged.rec,4-2,10s win vs 10s baseline
239,85,9.0,0.46875,not significant,20230612_101430_standard_comp_to_training_D1_subj_1-3_t3b3L_box2_merged.rec,1-3,10s lose vs 10s baseline
240,55,11.0,0.6875,not significant,20230612_101430_standard_comp_to_training_D1_subj_1-3_t3b3L_box2_merged.rec,1-3,10s lose vs 10s baseline
241,17,4.0,0.4375,not significant,20230612_101430_standard_comp_to_training_D1_subj_1-3_t3b3L_box2_merged.rec,1-3,10s lose vs 10s baseline
242,24,10.0,0.578125,not significant,20230612_101430_standard_comp_to_training_D1_subj_1-3_t3b3L_box2_merged.rec,1-3,10s lose vs 10s baseline
243,68,14.0,1.0,not significant,20230612_101430_standard_comp_to_training_D1_subj_1-3_t3b3L_box2_merged.rec,1-3,10s lose vs 10s baseline
244,65,10.0,1.0,not significant,20230612_101430_standard_comp_to_training_D1_subj_1-3_t3b3L_box2_merged.rec,1-3,10s lose vs 10s baseline
245,98,8.5,0.46875,not significant,20230612_101430_standard_comp_to_training_D1_subj_1-3_t3b3L_box2_merged.rec,1-3,10s lose vs 10s baseline
246,94,9.0,0.46875,not significant,20230612_101430_standard_comp_to_training_D1_subj_1-3_t3b3L_box2_merged.rec,1-3,10s lose vs 10s baseline
247,2,14.0,1.0,not significant,20230612_101430_standard_comp_to_training_D1_subj_1-3_t3b3L_box2_merged.rec,1-3,10s lose vs 10s baseline
248,33,5.0,0.15625,not significant,20230612_101430_standard_comp_to_training_D1_subj_1-3_t3b3L_box2_merged.rec,1-3,10s lose vs 10s baseline
249,13,13.0,0.9375,not significant,20230612_101430_standard_comp_to_training_D1_subj_1-3_t3b3L_box2_merged.rec,1-3,10s lose vs 10s baseline
250,59,13.0,0.9375,not significant,20230612_101430_standard_comp_to_training_D1_subj_1-3_t3b3L_box2_merged.rec,1-3,10s lose vs 10s baseline
251,81,13.0,0.9375,not significant,20230612_101430_standard_comp_to_training_D1_subj_1-3_t3b3L_box2_merged.rec,1-3,10s lose vs 10s baseline
252,19,9.0,0.46875,not significant,20230612_101430_standard_comp_to_training_D1_subj_1-3_t3b3L_box2_merged.rec,1-3,10s lose vs 10s baseline
253,88,10.5,0.6875,not significant,20230612_101430_standard_comp_to_training_D1_subj_1-3_t3b3L_box2_merged.rec,1-3,10s lose vs 10s baseline
254,26,8.0,0.375,not significant,20230612_101430_standard_comp_to_training_D1_subj_1-3_t3b3L_box2_merged.rec,1-3,10s lose vs 10s baseline
255,5,8.5,0.84375,not significant,20230612_101430_standard_comp_to_training_D1_subj_1-3_t3b3L_box2_merged.rec,1-3,10s lose vs 10s baseline
256,36,10.0,1.0,not significant,20230612_101430_standard_comp_to_training_D1_subj_1-3_t3b3L_box2_merged.rec,1-3,10s lose vs 10s baseline
257,57,7.5,1.0,not significant,20230612_101430_standard_comp_to_training_D1_subj_1-3_t3b3L_box2_merged.rec,1-3,10s lose vs 10s baseline
258,0,,,,20230617_115521_standard_comp_to_omission_D1_subj_1-1_t1b3L_box1_merged.rec,1-1,10s lose vs 10s baseline
259,17,65.5,0.25792694091796875,not significant,20230617_115521_standard_comp_to_omission_D1_subj_1-2_t2b2L_box2_merged.rec,1-2,10s lose vs 10s baseline
260,43,24.5,0.0033416748046875,increases,20230617_115521_standard_comp_to_omission_D1_subj_1-2_t2b2L_box2_merged.rec,1-2,10s lose vs 10s baseline
261,25,39.5,0.088653564453125,not significant,20230617_115521_standard_comp_to_omission_D1_subj_1-2_t2b2L_box2_merged.rec,1-2,10s lose vs 10s baseline
262,35,47.5,0.1083831787109375,not significant,20230617_115521_standard_comp_to_omission_D1_subj_1-2_t2b2L_box2_merged.rec,1-2,10s lose vs 10s baseline
263,16,30.5,0.01593017578125,increases,20230617_115521_standard_comp_to_omission_D1_subj_1-2_t2b2L_box2_merged.rec,1-2,10s lose vs 10s baseline
264,34,64.0,0.22532272338867188,not significant,20230617_115521_standard_comp_to_omission_D1_subj_1-2_t2b2L_box2_merged.rec,1-2,10s lose vs 10s baseline
265,47,91.5,0.9217147827148438,not significant,20230617_115521_standard_comp_to_omission_D1_subj_1-2_t2b2L_box2_merged.rec,1-2,10s lose vs 10s baseline
266,20,57.0,0.22875213623046875,not significant,20230617_115521_standard_comp_to_omission_D1_subj_1-2_t2b2L_box2_merged.rec,1-2,10s lose vs 10s baseline
267,95,91.5,0.9217147827148438,not significant,20230617_115521_standard_comp_to_omission_D1_subj_1-2_t2b2L_box2_merged.rec,1-2,10s lose vs 10s baseline
268,73,77.0,0.48996734619140625,not significant,20230617_115521_standard_comp_to_omission_D1_subj_1-2_t2b2L_box2_merged.rec,1-2,10s lose vs 10s baseline
269,57,75.0,0.963226318359375,not significant,20230617_115521_standard_comp_to_omission_D1_subj_1-2_t2b2L_box2_merged.rec,1-2,10s lose vs 10s baseline
270,90,75.5,0.7018814086914062,not significant,20230617_115521_standard_comp_to_omission_D1_subj_1-2_t2b2L_box2_merged.rec,1-2,10s lose vs 10s baseline
271,46,92.5,0.9529838562011719,not significant,20230617_115521_standard_comp_to_omission_D1_subj_1-2_t2b2L_box2_merged.rec,1-2,10s lose vs 10s baseline
272,105,82.0,0.6225624084472656,not significant,20230617_115521_standard_comp_to_omission_D1_subj_1-2_t2b2L_box2_merged.rec,1-2,10s lose vs 10s baseline
273,39,75.0,0.4413337707519531,not significant,20230617_115521_standard_comp_to_omission_D1_subj_1-2_t2b2L_box2_merged.rec,1-2,10s lose vs 10s baseline
274,86,80.0,0.83172607421875,not significant,20230617_115521_standard_comp_to_omission_D1_subj_1-2_t2b2L_box2_merged.rec,1-2,10s lose vs 10s baseline
275,115,81.0,0.5948867797851562,not significant,20230617_115521_standard_comp_to_omission_D1_subj_1-2_t2b2L_box2_merged.rec,1-2,10s lose vs 10s baseline
276,72,84.0,0.9661178588867188,not significant,20230617_115521_standard_comp_to_omission_D1_subj_1-2_t2b2L_box2_merged.rec,1-2,10s lose vs 10s baseline
277,114,39.0,0.14385986328125,not significant,20230617_115521_standard_comp_to_omission_D1_subj_1-2_t2b2L_box2_merged.rec,1-2,10s lose vs 10s baseline
278,49,69.0,0.49507904052734375,not significant,20230617_115521_standard_comp_to_omission_D1_subj_1-2_t2b2L_box2_merged.rec,1-2,10s lose vs 10s baseline
279,42,49.0,0.06628799438476562,not significant,20230617_115521_standard_comp_to_omission_D1_subj_1-2_t2b2L_box2_merged.rec,1-2,10s lose vs 10s baseline
280,48,66.0,0.4171142578125,not significant,20230617_115521_standard_comp_to_omission_D1_subj_1-2_t2b2L_box2_merged.rec,1-2,10s lose vs 10s baseline
281,110,83.0,0.6507492065429688,not significant,20230617_115521_standard_comp_to_omission_D1_subj_1-2_t2b2L_box2_merged.rec,1-2,10s lose vs 10s baseline
282,52,75.5,0.4653167724609375,not significant,20230617_115521_standard_comp_to_omission_D1_subj_1-2_t2b2L_box2_merged.rec,1-2,10s lose vs 10s baseline
283,40,43.0,0.036067962646484375,increases,20230617_115521_standard_comp_to_omission_D1_subj_1-2_t2b2L_box2_merged.rec,1-2,10s lose vs 10s baseline
284,26,61.5,0.51708984375,not significant,20230617_115521_standard_comp_to_omission_D1_subj_1-2_t2b2L_box2_merged.rec,1-2,10s lose vs 10s baseline
285,139,4.0,0.21875,not significant,20230618_100636_standard_comp_to_omission_D2_subj_1-1_t1b2L_box2_merged.rec,1-1,10s lose vs 10s baseline
286,7,5.0,0.3125,not significant,20230618_100636_standard_comp_to_omission_D2_subj_1-1_t1b2L_box2_merged.rec,1-1,10s lose vs 10s baseline
287,76,4.0,0.21875,not significant,20230618_100636_standard_comp_to_omission_D2_subj_1-1_t1b2L_box2_merged.rec,1-1,10s lose vs 10s baseline
288,84,8.0,0.6875,not significant,20230618_100636_standard_comp_to_omission_D2_subj_1-1_t1b2L_box2_merged.rec,1-1,10s lose vs 10s baseline
289,159,5.0,0.3125,not significant,20230618_100636_standard_comp_to_omission_D2_subj_1-1_t1b2L_box2_merged.rec,1-1,10s lose vs 10s baseline
290,98,4.0,0.875,not significant,20230618_100636_standard_comp_to_omission_D2_subj_1-1_t1b2L_box2_merged.rec,1-1,10s lose vs 10s baseline
291,141,5.0,0.625,not significant,20230618_100636_standard_comp_to_omission_D2_subj_1-1_t1b2L_box2_merged.rec,1-1,10s lose vs 10s baseline
292,154,10.0,1.0,not significant,20230618_100636_standard_comp_to_omission_D2_subj_1-1_t1b2L_box2_merged.rec,1-1,10s lose vs 10s baseline
293,50,9.0,0.84375,not significant,20230618_100636_standard_comp_to_omission_D2_subj_1-1_t1b2L_box2_merged.rec,1-1,10s lose vs 10s baseline
294,12,0.0,0.03125,decreases,20230618_100636_standard_comp_to_omission_D2_subj_1-1_t1b2L_box2_merged.rec,1-1,10s lose vs 10s baseline
295,48,5.0,0.625,not significant,20230618_100636_standard_comp_to_omission_D2_subj_1-1_t1b2L_box2_merged.rec,1-1,10s lose vs 10s baseline
296,11,3.0,0.15625,not significant,20230618_100636_standard_comp_to_omission_D2_subj_1-1_t1b2L_box2_merged.rec,1-1,10s lose vs 10s baseline
297,175,0.0,0.03125,decreases,20230618_100636_standard_comp_to_omission_D2_subj_1-1_t1b2L_box2_merged.rec,1-1,10s lose vs 10s baseline
298,128,4.0,0.21875,not significant,20230618_100636_standard_comp_to_omission_D2_subj_1-1_t1b2L_box2_merged.rec,1-1,10s lose vs 10s baseline
299,90,5.0,0.3125,not significant,20230618_100636_standard_comp_to_omission_D2_subj_1-1_t1b2L_box2_merged.rec,1-1,10s lose vs 10s baseline
300,137,4.5,0.3125,not significant,20230618_100636_standard_comp_to_omission_D2_subj_1-1_t1b2L_box2_merged.rec,1-1,10s lose vs 10s baseline
301,161,9.0,0.84375,not significant,20230618_100636_standard_comp_to_omission_D2_subj_1-1_t1b2L_box2_merged.rec,1-1,10s lose vs 10s baseline
302,65,25.0,0.090576171875,not significant,20230618_100636_standard_comp_to_omission_D2_subj_1-4_t4b3L_box1_merged.rec,1-4,10s lose vs 10s baseline
303,123,38.0,0.635498046875,not significant,20230618_100636_standard_comp_to_omission_D2_subj_1-4_t4b3L_box1_merged.rec,1-4,10s lose vs 10s baseline
304,103,12.0,0.008544921875,increases,20230618_100636_standard_comp_to_omission_D2_subj_1-4_t4b3L_box1_merged.rec,1-4,10s lose vs 10s baseline
305,83,24.0,0.146484375,not significant,20230618_100636_standard_comp_to_omission_D2_subj_1-4_t4b3L_box1_merged.rec,1-4,10s lose vs 10s baseline
306,118,35.5,0.541748046875,not significant,20230618_100636_standard_comp_to_omission_D2_subj_1-4_t4b3L_box1_merged.rec,1-4,10s lose vs 10s baseline
307,93,36.5,0.90966796875,not significant,20230618_100636_standard_comp_to_omission_D2_subj_1-4_t4b3L_box1_merged.rec,1-4,10s lose vs 10s baseline
308,99,13.0,0.0107421875,increases,20230618_100636_standard_comp_to_omission_D2_subj_1-4_t4b3L_box1_merged.rec,1-4,10s lose vs 10s baseline
309,105,12.0,0.0673828125,not significant,20230618_100636_standard_comp_to_omission_D2_subj_1-4_t4b3L_box1_merged.rec,1-4,10s lose vs 10s baseline
310,87,28.5,0.4697265625,not significant,20230618_100636_standard_comp_to_omission_D2_subj_1-4_t4b3L_box1_merged.rec,1-4,10s lose vs 10s baseline
311,19,15.0,0.0166015625,increases,20230618_100636_standard_comp_to_omission_D2_subj_1-4_t4b3L_box1_merged.rec,1-4,10s lose vs 10s baseline
312,9,36.0,0.3258056640625,not significant,20230618_100636_standard_comp_to_omission_D2_subj_1-4_t4b3L_box1_merged.rec,1-4,10s lose vs 10s baseline
313,252,40.5,0.786865234375,not significant,20230619_115321_standard_comp_to_omission_D3_subj_1-4_t3b3L_box2_merged.rec,1-4,10s lose vs 10s baseline
314,44,12.0,0.0042724609375,increases,20230619_115321_standard_comp_to_omission_D3_subj_1-4_t3b3L_box2_merged.rec,1-4,10s lose vs 10s baseline
315,263,2.0,0.00018310546875,increases,20230619_115321_standard_comp_to_omission_D3_subj_1-4_t3b3L_box2_merged.rec,1-4,10s lose vs 10s baseline
316,262,35.0,0.1688232421875,not significant,20230619_115321_standard_comp_to_omission_D3_subj_1-4_t3b3L_box2_merged.rec,1-4,10s lose vs 10s baseline
317,282,55.5,0.846923828125,not significant,20230619_115321_standard_comp_to_omission_D3_subj_1-4_t3b3L_box2_merged.rec,1-4,10s lose vs 10s baseline
